Controller,CMACC,CMDEC,Ego acc,SpeedDifF,SpeedDifL,OverLimit,DistError,EDF,FSF,Front acc,FAF,Front throttle,Front brake,LSF,Leader acc,LAF,Leader throttle,Leader brake,Max acc,max dec,max throttle,max brake,Technique
Distance,2,-3.5,0.229,100.0,0.0511,-0.7171,0.0692,FailureType.no_failure,FailureType.omission,0.1588,FailureType.no_failure,0.5641,0.0000,FailureType.no_failure,0.0559,FailureType.no_failure,0.5466,0.0000,0.1588,0.0000,0.5641,0.0000,NO
Distance,2,-3.5,0.229,100.0,0.0396,-0.6761,0.0686,FailureType.no_failure,FailureType.omission,0.1392,FailureType.no_failure,0.5641,0.0000,FailureType.no_failure,0.0501,FailureType.no_failure,0.5469,0.0000,0.1392,0.0000,0.5641,0.0000,NO
Distance,2,-3.5,0.229,100.0,0.0283,-0.6353,0.068,FailureType.no_failure,FailureType.omission,0.1631,FailureType.no_failure,0.5641,0.0000,FailureType.no_failure,0.0684,FailureType.no_failure,0.5467,0.0000,0.1631,0.0000,0.5641,0.0000,NO
Distance,2,-3.5,0.229,100.0,0.0172,-0.5947,0.0674,FailureType.no_failure,FailureType.omission,0.1375,FailureType.no_failure,0.5640,0.0000,FailureType.no_failure,0.0629,FailureType.no_failure,0.5461,0.0000,0.1375,0.0000,0.5640,0.0000,NO
Distance,2,-3.5,0.2265,100.0,0.0062,-0.5543,0.0667,FailureType.no_failure,FailureType.omission,0.1523,FailureType.no_failure,0.5640,0.0000,FailureType.no_failure,0.0565,FailureType.no_failure,0.5454,0.0000,0.1523,0.0000,0.5640,0.0000,NO
Distance,2,-3.5,0.224,100.0,-0.0052,-0.5142,0.066,FailureType.no_failure,FailureType.omission,0.1491,FailureType.no_failure,0.5640,0.0000,FailureType.no_failure,0.0645,FailureType.no_failure,0.5462,0.0000,0.1491,0.0000,0.5640,0.0000,NO
Distance,2,-3.5,0.224,100.0,-0.0164,-0.4742,0.0653,FailureType.no_failure,FailureType.omission,0.1558,FailureType.no_failure,0.5639,0.0000,FailureType.no_failure,0.0550,FailureType.no_failure,0.5468,0.0000,0.1558,0.0000,0.5639,0.0000,NO
Distance,2,-3.5,0.2215,100.0,-0.0275,-0.4345,0.0646,FailureType.no_failure,FailureType.omission,0.1464,FailureType.no_failure,0.5639,0.0000,FailureType.no_failure,0.0595,FailureType.no_failure,0.5468,0.0000,0.1464,0.0000,0.5639,0.0000,NO
Distance,2,-3.5,0.224,100.0,-0.0384,-0.395,0.0638,FailureType.no_failure,FailureType.omission,0.1495,FailureType.no_failure,0.5639,0.0000,FailureType.no_failure,0.0569,FailureType.no_failure,0.5464,0.0000,0.1495,0.0000,0.5639,0.0000,NO
Distance,2,-3.5,0.2215,100.0,-0.0495,-0.3557,0.0631,FailureType.no_failure,FailureType.omission,0.1514,FailureType.no_failure,0.5638,0.0000,FailureType.no_failure,0.0630,FailureType.no_failure,0.5474,0.0000,0.1514,0.0000,0.5638,0.0000,NO
Distance,2,-3.5,0.214,100.0,-0.0605,-0.3165,0.0622,FailureType.no_failure,FailureType.omission,0.1496,FailureType.no_failure,0.5638,0.0000,FailureType.no_failure,0.0465,FailureType.no_failure,0.5476,0.0000,0.1496,0.0000,0.5638,0.0000,NO
Distance,2,-3.5,0.2215,100.0,-0.0712,-0.2776,0.0614,FailureType.no_failure,FailureType.omission,0.1484,FailureType.no_failure,0.5638,0.0000,FailureType.no_failure,0.0678,FailureType.no_failure,0.5472,0.0000,0.1484,0.0000,0.5638,0.0000,NO
Distance,2,-3.5,0.1625,100.0,1.0099,-4.1759,0.0462,FailureType.no_failure,FailureType.omission,0.1576,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0037,FailureType.no_failure,0.5539,0.0000,0.1576,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1614,100.0,1.0015,-4.1487,0.0466,FailureType.no_failure,FailureType.omission,0.1574,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0084,FailureType.no_failure,0.5568,0.0000,0.1574,-0.0084,0.5764,0.0000,NO
Distance,2,-3.5,0.1362,100.0,0.9939,-4.1251,0.047,FailureType.no_failure,FailureType.omission,0.1558,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0166,FailureType.no_failure,0.5607,0.0000,0.1558,-0.0166,0.5764,0.0000,NO
Distance,2,-3.5,0.1251,100.0,0.9869,-4.1033,0.0474,FailureType.no_failure,FailureType.omission,0.1551,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0162,FailureType.no_failure,0.5642,0.0000,0.1551,-0.0162,0.5764,0.0000,NO
Distance,2,-3.5,0.1187,100.0,0.9805,-4.0825,0.0479,FailureType.no_failure,FailureType.omission,0.1540,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0099,FailureType.no_failure,0.5662,0.0000,0.1540,-0.0099,0.5764,0.0000,NO
Distance,2,-3.5,0.1176,100.0,0.9748,-4.0618,0.0484,FailureType.no_failure,FailureType.omission,0.1539,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0001,FailureType.no_failure,0.5661,0.0000,0.1539,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1179,100.0,0.9695,-4.0408,0.0489,FailureType.no_failure,FailureType.omission,0.1529,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0115,FailureType.no_failure,0.5642,0.0000,0.1529,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1188,100.0,0.9643,-4.0192,0.0494,FailureType.no_failure,FailureType.omission,0.1521,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0191,FailureType.no_failure,0.5612,0.0000,0.1521,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1237,100.0,0.959,-3.9967,0.0498,FailureType.no_failure,FailureType.omission,0.1523,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0209,FailureType.no_failure,0.5581,0.0000,0.1523,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.13,100.0,0.9531,-3.9732,0.0503,FailureType.no_failure,FailureType.omission,0.1504,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0181,FailureType.no_failure,0.5558,0.0000,0.1504,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.135,100.0,0.9465,-3.9486,0.0507,FailureType.no_failure,FailureType.omission,0.1503,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0093,FailureType.no_failure,0.5551,0.0000,0.1503,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1437,100.0,0.9391,-3.923,0.0511,FailureType.no_failure,FailureType.omission,0.1497,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0013,FailureType.no_failure,0.5559,0.0000,0.1497,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.145,100.0,0.9312,-3.8966,0.0516,FailureType.no_failure,FailureType.omission,0.1477,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0079,FailureType.no_failure,0.5578,0.0000,0.1477,-0.0079,0.5764,0.0000,NO
Distance,2,-3.5,0.1487,100.0,0.9231,-3.8698,0.052,FailureType.no_failure,FailureType.omission,0.1469,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0111,FailureType.no_failure,0.5603,0.0000,0.1469,-0.0111,0.5764,0.0000,NO
Distance,2,-3.5,0.1513,100.0,0.915,-3.8427,0.0523,FailureType.no_failure,FailureType.omission,0.1461,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0110,FailureType.no_failure,0.5624,0.0000,0.1461,-0.0110,0.5764,0.0000,NO
Distance,2,-3.5,0.1526,100.0,0.9071,-3.8154,0.0527,FailureType.no_failure,FailureType.omission,0.1447,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0078,FailureType.no_failure,0.5635,0.0000,0.1447,-0.0078,0.5764,0.0000,NO
Distance,2,-3.5,0.1525,100.0,0.8995,-3.788,0.0531,FailureType.no_failure,FailureType.omission,0.1440,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5634,0.0000,0.1440,-0.0015,0.5764,0.0000,NO
Distance,2,-3.5,0.155,100.0,0.8922,-3.7606,0.0535,FailureType.no_failure,FailureType.omission,0.1432,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0052,FailureType.no_failure,0.5622,0.0000,0.1432,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1538,100.0,0.8851,-3.7331,0.0539,FailureType.no_failure,FailureType.omission,0.1419,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0097,FailureType.no_failure,0.5605,0.0000,0.1419,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1537,100.0,0.878,-3.7057,0.0543,FailureType.no_failure,FailureType.omission,0.1414,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0121,FailureType.no_failure,0.5587,0.0000,0.1414,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1538,100.0,0.8707,-3.6783,0.0547,FailureType.no_failure,FailureType.omission,0.1408,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0090,FailureType.no_failure,0.5575,0.0000,0.1408,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1512,100.0,0.8632,-3.651,0.055,FailureType.no_failure,FailureType.omission,0.1401,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0047,FailureType.no_failure,0.5571,0.0000,0.1401,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.155,100.0,0.8555,-3.6237,0.0554,FailureType.no_failure,FailureType.omission,0.1403,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0001,FailureType.no_failure,0.5577,0.0000,0.1403,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.152,100.0,0.8476,-3.5964,0.0558,FailureType.no_failure,FailureType.omission,0.1399,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0065,FailureType.no_failure,0.5589,0.0000,0.1399,-0.0065,0.5764,0.0000,NO
Distance,2,-3.5,0.1525,100.0,0.8396,-3.5693,0.0562,FailureType.no_failure,FailureType.omission,0.1396,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0067,FailureType.no_failure,0.5603,0.0000,0.1396,-0.0067,0.5764,0.0000,NO
Distance,2,-3.5,0.1519,100.0,0.8318,-3.5422,0.0565,FailureType.no_failure,FailureType.omission,0.1400,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0053,FailureType.no_failure,0.5615,0.0000,0.1400,-0.0053,0.5764,0.0000,NO
Distance,2,-3.5,0.1507,100.0,0.8241,-3.5152,0.0569,FailureType.no_failure,FailureType.omission,0.1375,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0051,FailureType.no_failure,0.5621,0.0000,0.1375,-0.0051,0.5764,0.0000,NO
Distance,2,-3.5,0.1506,100.0,0.8167,-3.4883,0.0573,FailureType.no_failure,FailureType.omission,0.1386,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0002,FailureType.no_failure,0.5619,0.0000,0.1386,-0.0002,0.5764,0.0000,NO
Distance,2,-3.5,0.152,100.0,0.8094,-3.4614,0.0577,FailureType.no_failure,FailureType.omission,0.1374,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0060,FailureType.no_failure,0.5612,0.0000,0.1374,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1505,100.0,0.8023,-3.4346,0.058,FailureType.no_failure,FailureType.omission,0.1368,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0046,FailureType.no_failure,0.5601,0.0000,0.1368,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.15,100.0,0.7951,-3.4079,0.0584,FailureType.no_failure,FailureType.omission,0.1356,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0084,FailureType.no_failure,0.5591,0.0000,0.1356,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1488,100.0,0.7879,-3.3813,0.0588,FailureType.no_failure,FailureType.omission,0.1353,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0047,FailureType.no_failure,0.5584,0.0000,0.1353,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1494,100.0,0.7806,-3.3547,0.0591,FailureType.no_failure,FailureType.omission,0.1336,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5583,0.0000,0.1336,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1489,100.0,0.7731,-3.3282,0.0595,FailureType.no_failure,FailureType.omission,0.1341,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5587,0.0000,0.1341,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1486,100.0,0.7656,-3.3018,0.0599,FailureType.no_failure,FailureType.omission,0.1321,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0016,FailureType.no_failure,0.5594,0.0000,0.1321,-0.0016,0.5764,0.0000,NO
Distance,2,-3.5,0.1469,100.0,0.758,-3.2755,0.0602,FailureType.no_failure,FailureType.omission,0.1326,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0040,FailureType.no_failure,0.5603,0.0000,0.1326,-0.0040,0.5764,0.0000,NO
Distance,2,-3.5,0.1468,100.0,0.7505,-3.2492,0.0606,FailureType.no_failure,FailureType.omission,0.1306,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0016,FailureType.no_failure,0.5609,0.0000,0.1306,-0.0016,0.5764,0.0000,NO
Distance,2,-3.5,0.147,100.0,0.7432,-3.2231,0.061,FailureType.no_failure,FailureType.omission,0.1308,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0028,FailureType.no_failure,0.5612,0.0000,0.1308,-0.0028,0.5764,0.0000,NO
Distance,2,-3.5,0.1464,100.0,0.736,-3.1971,0.0613,FailureType.no_failure,FailureType.omission,0.1294,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5611,0.0000,0.1294,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1451,100.0,0.729,-3.1712,0.0617,FailureType.no_failure,FailureType.omission,0.1280,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0006,FailureType.no_failure,0.5606,0.0000,0.1280,-0.0006,0.5764,0.0000,NO
Distance,2,-3.5,0.1456,100.0,0.7219,-3.1453,0.0621,FailureType.no_failure,FailureType.omission,0.1292,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0082,FailureType.no_failure,0.5600,0.0000,0.1292,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1451,100.0,0.715,-3.1196,0.0624,FailureType.no_failure,FailureType.omission,0.1284,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0047,FailureType.no_failure,0.5594,0.0000,0.1284,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1448,100.0,0.7079,-3.0939,0.0628,FailureType.no_failure,FailureType.omission,0.1264,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0003,FailureType.no_failure,0.5590,0.0000,0.1264,-0.0003,0.5764,0.0000,NO
Distance,2,-3.5,0.1441,100.0,0.7008,-3.0682,0.0632,FailureType.no_failure,FailureType.omission,0.1266,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5590,0.0000,0.1266,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1446,100.0,0.6936,-3.0425,0.0635,FailureType.no_failure,FailureType.omission,0.1236,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5593,0.0000,0.1236,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.144,100.0,0.6864,-3.017,0.0639,FailureType.no_failure,FailureType.omission,0.1276,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0012,FailureType.no_failure,0.5597,0.0000,0.1276,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1434,100.0,0.6791,-2.9914,0.0643,FailureType.no_failure,FailureType.omission,0.1241,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5602,0.0000,0.1241,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1432,100.0,0.672,-2.966,0.0647,FailureType.no_failure,FailureType.omission,0.1226,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0028,FailureType.no_failure,0.5606,0.0000,0.1226,-0.0028,0.5764,0.0000,NO
Distance,2,-3.5,0.1421,100.0,0.6649,-2.9406,0.065,FailureType.no_failure,FailureType.omission,0.1238,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0053,FailureType.no_failure,0.5607,0.0000,0.1238,-0.0053,0.5764,0.0000,NO
Distance,2,-3.5,0.1415,100.0,0.6579,-2.9154,0.0654,FailureType.no_failure,FailureType.omission,0.1236,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5606,0.0000,0.1236,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1406,100.0,0.651,-2.8903,0.0658,FailureType.no_failure,FailureType.omission,0.1189,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0085,FailureType.no_failure,0.5603,0.0000,0.1189,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1404,100.0,0.6442,-2.8654,0.0661,FailureType.no_failure,FailureType.omission,0.1225,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0034,FailureType.no_failure,0.5599,0.0000,0.1225,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1394,100.0,0.6374,-2.8407,0.0665,FailureType.no_failure,FailureType.omission,0.1188,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5596,0.0000,0.1188,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1389,100.0,0.6307,-2.8162,0.0669,FailureType.no_failure,FailureType.omission,0.1199,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5594,0.0000,0.1199,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.139,100.0,0.6239,-2.7918,0.0673,FailureType.no_failure,FailureType.omission,0.1201,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0006,FailureType.no_failure,0.5594,0.0000,0.1201,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1378,100.0,0.6171,-2.7675,0.0676,FailureType.no_failure,FailureType.omission,0.1180,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5596,0.0000,0.1180,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1379,100.0,0.6103,-2.7434,0.068,FailureType.no_failure,FailureType.omission,0.1187,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5598,0.0000,0.1187,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1381,100.0,0.6036,-2.7192,0.0684,FailureType.no_failure,FailureType.omission,0.1187,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5601,0.0000,0.1187,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1382,100.0,0.5968,-2.6952,0.0687,FailureType.no_failure,FailureType.omission,0.1151,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5603,0.0000,0.1151,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1381,100.0,0.5901,-2.671,0.0691,FailureType.no_failure,FailureType.omission,0.1149,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5604,0.0000,0.1149,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1389,100.0,0.5834,-2.6469,0.0695,FailureType.no_failure,FailureType.omission,0.1163,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0012,FailureType.no_failure,0.5603,0.0000,0.1163,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1386,100.0,0.5767,-2.6227,0.0698,FailureType.no_failure,FailureType.omission,0.1150,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5601,0.0000,0.1150,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1372,100.0,0.5701,-2.5985,0.0702,FailureType.no_failure,FailureType.omission,0.1149,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5599,0.0000,0.1149,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1378,100.0,0.5634,-2.5743,0.0705,FailureType.no_failure,FailureType.omission,0.1138,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5597,0.0000,0.1138,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1373,100.0,0.5567,-2.5502,0.0709,FailureType.no_failure,FailureType.omission,0.1125,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5596,0.0000,0.1125,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1358,100.0,0.55,-2.5261,0.0712,FailureType.no_failure,FailureType.omission,0.1124,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5596,0.0000,0.1124,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1361,100.0,0.5433,-2.502,0.0716,FailureType.no_failure,FailureType.omission,0.1124,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5597,0.0000,0.1124,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1362,100.0,0.5366,-2.4781,0.0719,FailureType.no_failure,FailureType.omission,0.1113,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5599,0.0000,0.1113,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.133,100.0,0.53,-2.4542,0.0723,FailureType.no_failure,FailureType.omission,0.1112,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5601,0.0000,0.1112,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1334,100.0,0.5233,-2.4305,0.0726,FailureType.no_failure,FailureType.omission,0.1087,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0007,FailureType.no_failure,0.5602,0.0000,0.1087,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1337,100.0,0.5168,-2.4069,0.073,FailureType.no_failure,FailureType.omission,0.1088,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5602,0.0000,0.1088,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1314,100.0,0.5103,-2.3834,0.0733,FailureType.no_failure,FailureType.omission,0.1087,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0008,FailureType.no_failure,0.5601,0.0000,0.1087,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1326,100.0,0.5038,-2.3601,0.0737,FailureType.no_failure,FailureType.omission,0.1088,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5600,0.0000,0.1088,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1295,100.0,0.4974,-2.3368,0.074,FailureType.no_failure,FailureType.omission,0.1062,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5599,0.0000,0.1062,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1301,100.0,0.491,-2.3137,0.0744,FailureType.no_failure,FailureType.omission,0.1087,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0013,FailureType.no_failure,0.5598,0.0000,0.1087,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1292,100.0,0.4846,-2.2907,0.0747,FailureType.no_failure,FailureType.omission,0.1088,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5597,0.0000,0.1088,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1293,100.0,0.4783,-2.2678,0.075,FailureType.no_failure,FailureType.omission,0.1037,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0011,FailureType.no_failure,0.5597,0.0000,0.1037,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1283,100.0,0.4719,-2.2451,0.0754,FailureType.no_failure,FailureType.omission,0.1062,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5598,0.0000,0.1062,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1265,100.0,0.4656,-2.2225,0.0757,FailureType.no_failure,FailureType.omission,0.1063,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5599,0.0000,0.1063,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1276,100.0,0.4593,-2.2,0.0761,FailureType.no_failure,FailureType.omission,0.0987,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5600,0.0000,0.0987,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1267,100.0,0.4531,-2.1776,0.0764,FailureType.no_failure,FailureType.omission,0.1113,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0040,FailureType.no_failure,0.5601,0.0000,0.1113,-0.0040,0.5764,0.0000,NO
Distance,2,-3.5,0.1249,100.0,0.4469,-2.1553,0.0768,FailureType.no_failure,FailureType.omission,0.0987,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0041,FailureType.no_failure,0.5601,0.0000,0.0987,-0.0041,0.5764,0.0000,NO
Distance,2,-3.5,0.1226,100.0,0.4408,-2.1331,0.0771,FailureType.no_failure,FailureType.omission,0.1062,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0005,FailureType.no_failure,0.5601,0.0000,0.1062,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1239,100.0,0.4347,-2.1111,0.0774,FailureType.no_failure,FailureType.omission,0.1013,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5600,0.0000,0.1013,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1241,100.0,0.4286,-2.0892,0.0778,FailureType.no_failure,FailureType.omission,0.0987,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5599,0.0000,0.0987,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1225,100.0,0.4226,-2.0674,0.0781,FailureType.no_failure,FailureType.omission,0.1037,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0009,FailureType.no_failure,0.5598,0.0000,0.1037,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1236,100.0,0.4165,-2.0457,0.0785,FailureType.no_failure,FailureType.omission,0.1038,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0010,FailureType.no_failure,0.5598,0.0000,0.1038,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1189,100.0,0.4106,-2.0242,0.0788,FailureType.no_failure,FailureType.omission,0.0987,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,0.0036,FailureType.no_failure,0.5598,0.0000,0.0987,0.0000,0.5764,0.0000,NO
Distance,2,-3.5,0.1237,100.0,0.4046,-2.0027,0.0791,FailureType.no_failure,FailureType.omission,0.0988,FailureType.no_failure,0.5764,0.0000,FailureType.no_failure,-0.0015,FailureType.no_failure,0.5599,0.0000,0.0988,-0.0015,0.5764,0.0000,NO
